Unless stated otherwise the Canmore dataset contains Ordnance Survey derived data which is delivered through Canmore website under the terms of the OPEN GOVERNMENT End User Licence.
http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf
"Canmore-download-Mon, 04 Nov 2019 10:12:48 +0000.csv"


CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
"5301","NC53SE 4","Klibreck, Cross-slab","Cross Slab (Early Medieval), Standing Stone (Prehistoric)","259320","934010","HIGHLAND","SUTHERLAND","FARR","NC 5932 3401","http://canmore.org.uk/site/5301",
"5349","NC55SE 13","Croc-tigh-goil, Ribigill","Standing Stone(S) (Prehistoric)(Possible)","258200","954100","HIGHLAND","SUTHERLAND","TONGUE","NC 582 541","http://canmore.org.uk/site/5349",
"5501","NC60SE 7","Blarich","Findspot (19th Century), Lithic Implement (Stone)","269300","904020","HIGHLAND","SUTHERLAND","ROGART","NC 6930 0402","http://canmore.org.uk/site/5501",
"5786","NC66SE 2","Baile Mhargaite, Bettyhill","Broch (Iron Age)(Possible), Vitrified Stone (Period Unassigned)","269735","960975","HIGHLAND","SUTHERLAND","FARR","NC 69735 60975","http://canmore.org.uk/site/5786",
"22824","NM80SW 1","Kintraw","Cairn(S) (Period Unassigned), Enclosure (Period Unassigned), Standing Stone (Prehistoric)","183060","704970","ARGYLL AND BUTE","ARGYLL","KILMARTIN","NM 8306 0497","http://canmore.org.uk/site/22824",
"22935","NM82NE 9","Kilmore","Cairn (Period Unassigned)","188080","726310","ARGYLL AND BUTE","ARGYLL","KILMORE AND KILBRIDE","NM 8808 2631","http://canmore.org.uk/site/22935",
"23224","NM93NW 10","Benderloch","Stone Circle (Neol/bronze Age)","190600","738600","ARGYLL AND BUTE","ARGYLL","ARDCHATTAN AND MUCKAIRN (ARGYLL AND BUTE)","NM 906 386","http://canmore.org.uk/site/23224",
"23241","NM93NW 26","Achnaba","Site (Period Unassigned), Stone Circle(S) (Neol/bronze Age)(Possible)","194000","736000","ARGYLL AND BUTE","ARGYLL","ARDCHATTAN AND MUCKAIRN (ARGYLL AND BUTE)","NM 94 36","http://canmore.org.uk/site/23241",
"23258","NM93NW 9","Benderloch","Standing Stone (Prehistoric)","190330","738020","ARGYLL AND BUTE","ARGYLL","ARDCHATTAN AND MUCKAIRN (ARGYLL AND BUTE)","NM 9033 3802","http://canmore.org.uk/site/23258",
"26629","NO01NW 29","Green Of Invermay","Four Poster Stone Circle (Bronze Age)(Possible), Palisaded Enclosure (Period Unassigned), Pit(S) (Period Unassigned), Pit Circle (Prehistoric)(Possible), Rig And Furrow (Medieval), Roundhouse (Neolithic)(Possible), Roundhouse (Prehistoric)(Possible)","304990","716088","PERTH AND KINROSS","PERTHSHIRE","FORTEVIOT","NO 04990 16088","http://canmore.org.uk/site/26629",
"26988","NO03NW 11","Craig Obney","Hut Circle(S) (Prehistoric)","302300","737400","PERTH AND KINROSS","PERTHSHIRE","AUCHTERGAVEN","NO 0230 3740","http://canmore.org.uk/site/26988",
"26989","NO03NW 12","Meikle Obney","Unidentified Pottery","303800","737700","PERTH AND KINROSS","PERTHSHIRE","AUCHTERGAVEN","NO 038 377","http://canmore.org.uk/site/26989",
"28480","NO13NE 15","Newbigging","Cup Marked Stone (Prehistoric)","315970","735280","PERTH AND KINROSS","PERTHSHIRE","CARGILL","NO 1597 3528","http://canmore.org.uk/site/28480",
"28483","NO13NE 18","Newbigging","Cup And Ring Marked Stone (Prehistoric)","315000","735000","PERTH AND KINROSS","PERTHSHIRE","CARGILL","NO 15 35","http://canmore.org.uk/site/28483",
"29126","NO15SE 14","Drumderg","Cup Marked Stone (Prehistoric)","318390","754510","PERTH AND KINROSS","PERTHSHIRE","ALYTH","NO 1839 5451","http://canmore.org.uk/site/29126",
"35752","NO65NW 39","Arrat's Mill","Four Poster Stone Circle (Bronze Age)(Possible), Souterrain(S) (Prehistoric), Unenclosed Settlement (Period Unassigned)","364630","758570","ANGUS","ANGUS","BRECHIN","NO 6463 5857","http://canmore.org.uk/site/35752",
"60453","NX04NE 20","Whirlpool","Standing Stone (Prehistoric)","206620","548980","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","STONEYKIRK","NX 0662 4898","http://canmore.org.uk/site/60453",
"63179","NX44NE 4","Kirkmadrine Church","Burial Ground (Period Unassigned), Church (Period Unassigned), Inscribed Stone (Period Unknown)","247512","548204","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","SORBIE","NX 47512 48204","http://canmore.org.uk/site/63179",
"63679","NX55NW 21","Cambret Moor","Cup And Ring Marked Stone (Prehistoric)","252850","557380","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","KIRKMABRECK","NX 5285 5738","http://canmore.org.uk/site/63679",
"63717","NX55SW 20","Kirkdale House","Cist (Period Unassigned)(Possible), Cup And Ring Marked Stone (Prehistoric)","253700","553100","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","ANWOTH","NX 537 531","http://canmore.org.uk/site/63717",
"65566","NX97NE 35","Dumfries,greystone","Cup Marked Stone (Prehistoric)(Possible)","297000","576000","DUMFRIES AND GALLOWAY","DUMFRIES-SHIRE","DUMFRIES","NX 97 76","http://canmore.org.uk/site/65566",
